# English translations of the one-sentence summary cell of each root README
# gallery row. Format: <disease directory><TAB><English summary>
#
# Consumed by translations/tools/build_root_readme.py. When upstream adds a new
# gallery row, add one line here; everything else in the row regenerates.
# An ellipsis at the end reproduces a summary that upstream itself truncates.
spinal-muscular-atrophy	SMN1 deletion at 5q13.2 abolishes SMN protein, causing progressive alpha motor neuron death, immature NMJs, and neurogenic muscle atrophy. ODEs for SMN2 alternative splicing (exon 7 inclusion from 10% to 90%), the SMN protein threshold, the MN pool, NMJ maturity, and muscle mass.
stable-angina	Oxygen supply-demand mismatch in atherosclerotic coronary arteries. Anti-ischaemic drugs, antiplatelet therapy, and statins.
status-epilepticus	Writing status epilepticus not as a long seizure but as a clock on which receptors move, a table of just three pools — one seizure activity pulls synaptic GABA-A down, pushes synaptic NMDA up, and leaves the extrasynaptic delta pool untouched — derives both the time-decay of benzodiazepine efficacy and the three-way tie among second-line agents.
stevens-johnson-syndrome-ten	A severe cutaneous adverse reaction (SCAR) to drugs: the culprit drug (carbamazepine, allopurinol, SMX, lamotrigine, phenytoin, nevirapine, oxicam NSAIDs) with or without a reactive metabolite (CBZ-EPX, NHOH-SMX), plus an HLA class I risk allele and p-i / hapten / altered peptide repertoire mechanisms, generates public TCR Vbeta clonotypes (Ko 2011)…
stiff-person-syndrome	HLA-DRB1*03:01, HLA-DQB1*02:01, PTPN22, and CTLA-4 susceptibility plus EBV/enterovirus molecular mimicry, or a tumour antigen (breast, SCLC, thymoma, amyloidosis), or checkpoint inhibitor exposure, leads APC-DCs to present GAD65 peptide, driving Th1 (IFN-gamma), Th17 (IL-17), Tfh (IL-21), and the germinal centre reaction…
systemic-lupus-erythematosus	Multi-organ damage from type I IFN and anti-dsDNA immune complexes. Antimalarials, belimumab, and anifrolumab.
systemic-mastocytosis	Clonal proliferation of KIT D816V-mutant mast cells with mediator release. Avapritinib (KIT inhibition), midostaurin, and antimediator therapy.
systemic-sclerosis	The triple pathology of vasculopathy, autoimmunity, and fibrosis. Immunosuppression, antifibrotics, and vasodilators.
takayasu-arteritis	Granulomatous large vessel vasculitis and stenosis of the aorta and its major branches. Steroids and tocilizumab.
takotsubo-syndrome	A 64-ODE model writing apical ballooning as a threshold rather than a location, by evaluating the same beta2 receptor Gs-to-Gi switch function in three myocardial segments of differing receptor density.
tardive-dyskinesia	Models how chronic D2 blockade passes through postsynaptic supersensitivity and oxidative damage to lock into bistable structural damage, and computes the reversibility window, the withdrawal paradox, and symptom suppression versus disease modification for the two opposing levers of culprit-drug reduction and VMAT2 inhibition.
thrombotic-thrombocytopenic-purpura	ADAMTS13 deficiency leaves ultra-large vWF multimers and microvascular thrombi. Plasma exchange, caplacizumab, and rituximab.
thyroid-cancer	BRAF V600E and RET oncogenic drivers activate the dual MAPK (RAS-RAF-MEK-ERK) and PI3K/AKT/mTOR pathways, with subtype-specific progression in differentiated (DTC: papillary, follicular), medullary (MTC), and anaplastic (ATC) cancer.
thyroid-eye-disease	Occurs in 25-50% of patients with Graves disease, the core mechanism being cross-reaction of thyroid-stimulating autoantibodies (TRAb/TSI) with the TSHR-IGF-1R signalling complex on orbital fibroblasts.
thyroid-storm	Writing storm not as a hormone concentration but as a product of factors in the heat balance ratio (heat production / heat loss) classifies every drug by which factor it multiplies, and derives arithmetically that beta-blockade barely touches total T3 while halving free T3.
tobacco-use-disorder	Writes withdrawal as the mismatch between fast desensitisation of the alpha4beta2 nicotinic receptor and an allostatic hedonic set point with a 14-day time constant, and reproduces the differing response to nicotine replacement and varenicline by CYP2A6 metaboliser rate.
toxic-alcohol-poisoning	Because the parent alcohol is merely an osmole and the poison is the acidic metabolite the liver makes, the disease is written not as a concentration but as the integral of ADH flux, and the model shows by calculation that the osmolal gap and the anion gap are clocks reading the same flux with opposite signs.
transthyretin-amyloidosis	Dissociation of the TTR tetramer secreted by hepatocytes (the rate-limiting step) gives misfolded monomers, then toxic oligomers, then amyloid fibrils, causing multi-organ damage in the heart (ATTRwt: interstitial deposition, LV thickening, HFpEF progressing to HFrEF) and the peripheral nerve (ATTRv: length-dependent axonal degeneration, autonomic failure).
traumatic-brain-injury	A 47-ODE model starting from the constraint that the skull is a closed box (Monro-Kellie), treating intracranial pressure not as a state variable but as the residual of a volume balance, and integrating autoregulation, CO2 reactivity, two-compartment cerebral oedema, osmotherapy, hyperventilation, and decompression.
trigeminal-neuralgia	Chronic pulsatile vascular compression at the trigeminal root entry zone (REZ), usually by the superior cerebellar artery, causes focal demyelination, and the exposed bare axons generate ectopic spontaneous and after-discharges through aberrant expression and redistribution of Nav1.7/1.3/1.6 sodium channels (the Devor ignition hypothesis); electrical crosstalk between demyelinated axons (ephaptic crosstalk) then lets light touch (Abeta)…
tuberculosis	Inhaled Mycobacterium tuberculosis is phagocytosed by alveolar macrophages and escapes the phagosome, giving three bacterial subpopulations — AR (actively replicating), SR (slowly replicating), and NR (non-replicating persisters) — and inducing the Th1-IFN-gamma axis and granuloma formation; treated with the four-drug RIPE regimen (rifampicin rpoB, isoniazid InhA, pyrazinamide at acidic pH, E…
tuberous-sclerosis-complex	An autosomal dominant neurocutaneous tumour suppressor syndrome: germline loss of function in TSC1 (9q34, 31%) or TSC2 (16p13.3, 69%, more severe) plus a lesion-specific somatic second-hit LOH abolishes the hamartin-tuberin-TBC1D7 GAP complex, raising Rheb-GTP and hyperactivating mTORC1 (raised S6K1-pT389, rp…
tumour-lysis-syndrome	Written as a closed loop: when the flux of solute released by cell lysis exceeds the renal clearance capacity, urate crystallises in the tubules and cuts GFR, and that loss of GFR in turn reduces the clearance capacity.
type1-diabetes	Insulin deficiency from autoimmune beta-cell destruction. Insulin therapy and teplizumab (delaying onset).
type2-diabetes	Insulin resistance and beta-cell dysfunction. Metformin, GLP-1, and SGLT2i.
ulcerative-colitis	Th2 and barrier inflammation of the colonic mucosa. 5-ASA, anti-TNF, anti-integrin, and JAK inhibitors.
urea-cycle-disorders	An inherited metabolic disease in which urea cycle enzyme deficiency lets nitrogen accumulate as ammonia and glutamine, causing osmotic astrocytic cerebral oedema; covers nitrogen scavengers, carglumic acid, dialysis, and gene therapy.
urolithiasis	Stones from urinary supersaturation, crystallisation, and Randall plaque. Thiazides, potassium citrate, and allopurinol.
uterine-leiomyoma	MED12 mutation (70%) and HMGA2 overexpression, driven by the HPG axis (GnRH to LH/FSH to E2/P4), cause ERalpha and PR overexpression with increased proliferation (MAPK/ERK, PI3K/AKT/mTOR, Wnt/beta-catenin), ECM accumulation (TGF-beta1, collagen I/III, raised TIMP, lowered MMP, LOX cross-linking), and local aromatase overexpression (PGE2 to CYP19A1…
uveitis	HLA-B27 and the IRBP/S-Ag autoantigens activate APCs, driving Th1 (IFN-gamma) and Th17 (IL-17A) differentiation and secretion of TNF-alpha, IL-6, and VEGF-A, which breaks down the blood-aqueous (BAB) and blood-retinal (BRB) barriers, causing anterior chamber cell influx (rising SUN grade) and cystoid macular oedema (CME), with loss of vision (rising logMAR).
vascular-dementia	Hypertension, diabetes, and dyslipidaemia cause small vessel disease (SVD), then white matter change (WMH), lacunar infarcts, and cortical microinfarcts, then blood-brain barrier (BBB) damage (raised MMP9, reduced tight junction proteins), letting DAMPs in and activating microglial M1 polarisation (NF-kB to IL-1beta/TNF-alpha/IL-6), then oxidative stress (ROS, ONOO-), then neuronal death (caspase-3) plus reduced cholinergic tone (falling ChAT and ACh…
vasomotor-symptoms-menopause	Vasomotor symptoms, which affect up to 80% of women through the menopausal transition and last a mean of 7.4 years (the SWAN study).
venous-thromboembolism	A QSP model covering deep vein thrombosis (DVT) and pulmonary embolism (PE) together.
vexas-syndrome	An X-linked adult-onset overlap of autoinflammation and myelodysplasia, first described in the 2020 NIH-Beck NEJM paper: a somatic UBA1 mutation (Xp11.23) in haematopoietic stem cells (usually p.Met41Thr/Val/Leu, some splice-site) abolishes the cytoplasmic isoform UBA1b while preserving nuclear UBA1a, so cytoplasmic ubiqui…
visceral-leishmaniasis	Starting from the fact that drug and parasite never meet in plasma, the model writes every killing term in terms of intramacrophage concentration and amphotericin nephrotoxicity in terms of the free plasma concentration of the same dose, showing by calculation that liposomal formulation moves the two integrals in opposite directions.
vitiligo	Melanocyte destruction on the CD8 T cell and IFN-gamma-CXCL10 axis. Repigmentation with JAK inhibitors (ruxolitinib).
von-willebrand-disease	The commonest inherited bleeding disorder, caused by quantitative deficiency of the VWF gene (12p13.31) — type 1 partial deficiency about 75%, type 3 complete deficiency — or by qualitative dysfunction (type 2A defective multimerisation, type 2B GPIbalpha gain of function, type 2M defective binding, type 2N defective FVIII binding).
waldenstrom-macroglobulinemia	MYD88 L265P (about 95%) gives constitutive NF-kB activation and the CXCR4 WHIM mutation (about 35%) enhances marrow retention, driving lymphoplasmacytic proliferation and a monoclonal IgM paraprotein with hyperviscosity syndrome, cryoglobulinaemia, and anti-MAG neuropathy. Seven scenarios: BTK inhibitors (ibrutinib, zanubrutinib), rituximab, bendamustine, bortezomib, and venetoclax.
wilsons-disease	Loss of ATP7B function disrupts copper metabolism: mutation of ATP7B, a P-type Cu-ATPase (p.His1069Gln in 35% of Europeans, p.Arg778Leu in 20% of Asians), reduces biliary copper excretion and fails to load copper onto apoceruloplasmin, so copper accumulates in hepatocytes (above 250 ug/g dry weight), saturates MT, and raises NCBC (non-ceruloplasmin bound cop…
x-linked-adrenoleukodystrophy	Models the structure in which one lesion — loss of ABCD1 — creates two independent variables, the VLCFA accumulation that is measured and the bistable cerebral inflammatory switch that is not, so that the drug which fixes the marker and the drug which fixes the disease come apart.
x-linked-hypophosphatemia	The commonest inherited rickets/osteomalacia, an X-linked dominant disorder caused by loss-of-function mutation of the PHEX gene (Xp22.11), about 20-30% de novo. (ADHR arises from gain-of-function mutation of FGF23 itself, ARHR1/2 from loss of DMP1 and ENPP1 respectively, and TIO from ectopic FGF23 secretion by a mesenchymal tumour, each producing a similar phenotype.)
zollinger-ellison-syndrome	Writing acid output not as a state variable but as the product of parietal cell mass x active pump fraction x secretagogue stimulus derives the high-dose, short-interval requirement of ZES from the asymmetry that hypergastrinaemia raises factors 1 and 3 while every acid suppressant touches only factor 2.
